,turn,author civ,subject civ,cable
7389,148,Morocco,The Iroquois,We consider the Iroquois economy to be poor
7390,148,Morocco,The Iroquois,We believe that the Iroquois constitute a major problem to our ambitions
7391,148,Morocco,The Iroquois,Insofar as the Koreans can decipher the Songhai believes the Koreans are a neutral nation
7392,148,Morocco,The Iroquois,The foreign office asks for any data in your possession pertaining to the Iroquois military might
7393,148,Morocco,The Iroquois,Warm regards
7394,148,Morocco,The Iroquois,Your trusted friend
7395,148,Germany,The Iroquois,To loyal agents abroad
7396,148,Germany,The Iroquois,We are always happy to hear from you and write with what we hope is helpful news
7397,148,Germany,The Iroquois,Please expand on the Iroquois economic activities as the foreign office is quite disquieted about the Iroquois ambition
7398,148,Germany,The Iroquois,Our spies express that the Iroquois military plans are average
7399,148,Germany,The Iroquois,The Koreans imagine the Iroquois to be a competitor
7400,148,Germany,The Iroquois,Yours truly
7401,148,Germany,The Iroquois,His Honor the Foreign Secretary
7402,148,Korea,The Iroquois,Diplomatic Corps
7403,148,Korea,The Iroquois,Greetings from back home
7404,148,Korea,The Iroquois,We are showing a guarded posture toward the Iroquois
7405,148,Korea,The Iroquois,Whatever the Germans advertised position may be the Moroccans look at the Germans as a favorable nation
7406,148,Korea,The Iroquois,Please write more on the Iroquois economic pursuits as the foreign office is most troubled about the Iroquois actions
7407,148,Korea,The Iroquois,The Iroquois economic strength has attained a weak standing according to our diplomatic cables
7408,148,Korea,The Iroquois,With gratitude
7409,148,Korea,The Iroquois,The Office of the Foreign Secretary
7410,148,The Iroquois,Korea,Your Excellency the Ambassador
7411,148,The Iroquois,Korea,Our government owes you a great debt for your sacrifice and service
7412,148,The Iroquois,Korea,Please send word on the Koreans economic ambitions as the foreign office is most alarmed about the Koreans behavior
7413,148,The Iroquois,Korea,The Songhai consider the Incas to be pursuing technological dominance presently
7414,148,The Iroquois,Korea,The Songhais diplomatic cables are not very certain in this hypothesis
7415,148,The Iroquois,Korea,Our relations with the Koreans at present are neutral
7416,148,The Iroquois,Korea,Our politicians these days see the Koreans as a competitor
7417,148,The Iroquois,Korea,Best wishes
7418,148,The Iroquois,Korea,His Honor the Foreign Secretary
7419,148,Germany,Morocco,To Honorable Foreign Secretary
7420,148,Germany,Morocco,I hope all is going well
7421,148,Germany,Morocco,In return for 2 units of iron for the upcoming 30 turns 1 unit of cotton for the upcoming 30 turns 4 units of gold per turn for the upcoming 30 turns and 23 units of gold we decided to grant Morocco 1 unit of salt for the upcoming 30 turns effective immediately
7422,148,Germany,Morocco,Faithfully yours
7423,148,Germany,Morocco,Correspondent in Morocco
7424,148,The Incas,Kathmandu,Your Honor
7425,148,The Incas,Kathmandu,I am pleased to offer you the following updates from station
7426,148,The Incas,Kathmandu,We are taking a neutral posture toward Kathmandu
7427,148,The Incas,Kathmandu,We regard Kathmandus military to be poor
7428,148,The Incas,Kathmandu,All the best
7429,148,The Incas,Kathmandu,Correspondent in Kathmandu
7430,148,Morocco,Bogota,Foreign Secretary
7431,148,Morocco,Bogota,I hope all is going well at home
7432,148,Morocco,Bogota,Our announced stance with regard to Bogota looks neutral
7433,148,Morocco,Bogota,Sincerely yours
7434,148,Morocco,Bogota,Charge daffaires in Bogota
7435,148,Germany,Mombasa,Greetings German embassy in Mombasa
7436,148,Germany,Mombasa,Not a day goes by where we do not think highly of your zeal for your work
7437,148,Germany,Mombasa,We report Mombasa to be an average target for attack
7438,148,Germany,Mombasa,Mombasas military potency has attained a strong position according to our intelligence officers
7439,148,Germany,Mombasa,Respectfully
7440,148,Germany,Mombasa,The Foreign Secretarys Office
7441,148,The Iroquois,Yerevan,Your Honor
7442,148,The Iroquois,Yerevan,We trust that things are going well at home
7443,148,The Iroquois,Yerevan,Our public policy on the subject of Yerevan feels friendly
7444,148,The Iroquois,Yerevan,We perceive Yerevan to be an average target for attack
7445,148,The Iroquois,Yerevan,Best regards
7446,148,The Iroquois,Yerevan,The Diplomatic Corps
7447,149,The Incas,Germany,To Your Excellency the Ambassador
7448,149,The Incas,Germany,I hope everything is going well in Germany
7449,149,The Incas,Germany, According to our sources the Germans are focused on unknown preeminence
7450,149,The Incas,Germany,This report comes from a not at all certain source
7451,149,The Incas,Germany,Our intelligence officers reveal that the Germans military interests are average
7452,149,The Incas,Germany,We believe that the Germans have become a major risk to our interests
7453,149,The Incas,Germany,According to the Koreans agents the Iroquois are centered around unknown preeminence
7454,149,The Incas,Germany,This hypothesis comes from a not at all sure source
7455,149,The Incas,Germany,We imagine the probability of conquering the Germans to be average
7456,149,The Incas,Germany,We look at the Germans to be a neutral civilization
7457,149,The Incas,Germany,With gratitude
7458,149,The Incas,Germany,Your trusted friend
7459,149,Morocco,The Incas,Dear Foreign Correspondents Office
7460,149,Morocco,The Incas,The Foreign Secretarys Office appreciates your service
7461,149,Morocco,The Incas,Please write more on the Incas military strategies as the foreign office is quite concerned about the Incas behavior
7462,149,Morocco,The Incas,According to our spies the Incas are mainly concerned with technological preeminence
7463,149,Morocco,The Incas,This report comes from a not very convinced source
7464,149,Morocco,The Incas,The Songhais outward feeling vis-à-vis the Germans is likely friendly
7465,149,Morocco,The Incas,Our announced position concerning the Incas is likely neutral
7466,149,Morocco,The Incas,The Incas economic capability has attained an average status according to our agents
7467,149,Morocco,The Incas,The obstacle that the Incas present is labeled as major by our spies
7468,149,Morocco,The Incas,We report the Incas to be a bad target for attack
7469,149,Morocco,The Incas,All the best
7470,149,Morocco,The Incas,The Foreign Secretarys Office
7471,149,Morocco,Korea,Dearest Diplomatic Corps
7472,149,Morocco,Korea,Those of us at home send kind regards to you and yours
7473,149,Morocco,Korea,Please write more on the Koreans economic strategies as the foreign office is acutely concerned about the Koreans conduct
7474,149,Morocco,Korea,The hazard that the Koreans present is portrayed as minor by our agents
7475,149,Morocco,Korea,Whatever the Koreans outward attitude may be we esteem the Koreans as a neutral party
7476,149,Morocco,Korea,Our advertised feeling with respect to the Koreans is likely neutral
7477,149,Morocco,Korea,The Songhai regard the Incas to be an average target for attack
7478,149,Morocco,Korea,We perceive the Koreans to be a bad target for attack
7479,149,Morocco,Korea,With gratitude
7480,149,Morocco,Korea,Your trusted friend
7481,149,Germany,Morocco,Foreign Correspondents Office
7482,149,Germany,Morocco,We are always happy to hear from you and write with what we hope is helpful news
7483,149,Germany,Morocco,Our outward stance regarding the Moroccans feels friendly
7484,149,Germany,Morocco,We think that the Moroccans comprise a minor risk to our ambitions
7485,149,Germany,Morocco,We imagine the feasibility of conquering the Moroccans to be bad
7486,149,Germany,Morocco,Recent happenings have led the Koreans to see the Incas as an average military contender
7487,149,Germany,Morocco,We are often reminded by the Moroccans behavior why we call the Moroccans a favorable nation
7488,149,Germany,Morocco,Regards
7489,149,Germany,Morocco,Chief of the Foreign Service
7490,149,Korea,The Incas,To Ambassador
7491,149,Korea,The Incas,We here at home wish to express our gratitude for your efforts in-country
7492,149,Korea,The Incas,The Incas economic might has come to a poor threshold according to our spies
7493,149,Korea,The Incas,Inasmuch as we can decipher the Incas believes we are a neutral country
7494,149,Korea,The Incas,We regard the Incas to be an average target for attack
7495,149,Korea,The Incas,According to the Iroquois spies the Germans are intent on unknown preeminence
7496,149,Korea,The Incas,This assessment comes from a not at all certain source
7497,149,Korea,The Incas,We estimate the Incas to be pursuing technological dominance now
7498,149,Korea,The Incas,Our spies are not very confident in this hypothesis
7499,149,Korea,The Incas,The foreign office must have any forecasting possible describing the Incas military potential
7500,149,Korea,The Incas,We are showing a friendly attitude toward the Incas
7501,149,Korea,The Incas,With appreciation
7502,149,Korea,The Incas,The Office of the Foreign Secretary
7503,149,Germany,Songhai,Greetings Your Honor
7504,149,Germany,Songhai,Greetings from post We and Songhai consented to an exchange of 5 units of gold per turn for the upcoming 30 turns for a deal to open the borders into Songhai for the subsequent 30 turns
7505,149,Germany,Songhai,Sincerely
7506,149,Germany,Songhai,The Foreign Service
7507,149,Germany,The Iroquois,To faithful foreign correspondent
7508,149,Germany,The Iroquois,Greetings from back home
7509,149,Germany,The Iroquois,We wanted an agreement to open the borders into The Iroquois for the subsequent 30 turns and thus offered 5 units of gold per turn for the subsequent 30 turns in exchange
7510,149,Germany,The Iroquois,A satisfactory settlement with those terms was made today
7511,149,Germany,The Iroquois,Very respectfully yours
7512,149,Germany,The Iroquois,The Foreign Secretary
7513,149,Songhai,Singapore,Dear Honorable Foreign Secretary
7514,149,Songhai,Singapore,We trust that things are going well at home
7515,149,Songhai,Singapore,We figure Singapore to be a favorable target for attack
7516,149,Songhai,Singapore,Singapores military force has attained an average standing according to our agents
7517,149,Songhai,Singapore,We published that affairs between us and Singapore are presently neutral
7518,149,Songhai,Singapore,Sincerely yours
7519,149,Songhai,Singapore,Charge daffaires in Singapore
7520,149,Germany,Florence,To Foreign Secretarys Office
7521,149,Germany,Florence,I hope this finds you in high spirits and good health
7522,149,Germany,Florence,Recent reports have led us to imagine Florence as a poor military force
7523,149,Germany,Florence,Sincerely
7524,149,Germany,Florence,Your loyal servant abroad
7525,149,The Iroquois,Panama City,Dearest Diplomatic Corps
7526,149,The Iroquois,Panama City,I hope everything is going well in Panama City
7527,149,The Iroquois,Panama City, We see the prospect of conquering Panama City to be soft
7528,149,The Iroquois,Panama City,With gratitude
7529,149,The Iroquois,Panama City,The Foreign Secretarys Office
7530,149,The Iroquois,Ife,Dearest foreign correspondent
7531,149,The Iroquois,Ife,We are always happy to hear from you and write with what we hope is helpful news
7532,149,The Iroquois,Ife,We acknowledge the likelihood of taking over Ife to be favorable
7533,149,The Iroquois,Ife,With appreciation
7534,149,The Iroquois,Ife,The Foreign Secretary
7535,150,The Incas,Songhai,Dearest Ambassador
7536,150,The Incas,Songhai,Best wishes from His Honor the Foreign Secretary
7537,150,The Incas,Songhai,Our relations with the Songhai of late are friendly
